Database,ExchangeGuid,ExchangeUserAccountControl,LinkedMasterAccount,SamAccountName,ServerLegacyDN,ServerName,Office,UserPrincipalName,Alias,OrganizationalUnit,PrimarySmtpAddress,Name,DistinguishedName,Guid
Dag2DB94,1f9d0176-d870-4461-8bfd-ba9cdc7bc43b,AccountDisabled,EMEA\Caroline.Roy,Caroline.Roy,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX2,a360labsmbx2,CZ-10 ,Caroline.Roy@a360labs.com,CarolineRoy,a360labs.net/a360labsUsers/cloud,CarolineRoy@a360labs.com,Caroline Roy,"CN=Caroline Roy,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",9fe13274-5020-4699-9476-1ec9f9a545bb
Dag2DB27,5f7c02d2-a71e-44b2-8e26-4e152d4c08dd,AccountDisabled,EMEA\Luke.Nelson,Luke.Nelson,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX1,a360labsmbx1,US-NY ,Luke.Nelson@a360labs.com,LukeNelson,a360labs.net/a360labsUsers/cloud,LukeNelson@a360labs.com,Luke Nelson,"CN=Luke Nelson,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",2e367deb-802e-46cd-90ba-f79d91c335b6
Dag2DB98,7b694d1f-3ea6-45b2-b74f-b704e501621e,AccountDisabled,EMEA\Nora.Bell,Nora.Bell,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX2,a360labsmbx2,SG-01 ,Nora.Bell@a360labs.com,NoraBell,a360labs.net/a360labsUsers/cloud,NoraBell@a360labs.com,Nora Bell,"CN=Nora Bell,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",d79bf474-f013-4591-816b-8ad856e9a9d9
Dag2DB14,89461621-a970-48d4-8005-b46c27dfdcfc,AccountDisabled,EMEA\Johnny.Byrd,Johnny.Byrd,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX1,a360labsmbx1,US-WY ,Johnny.Byrd@a360labs.com,JohnnyByrd,a360labs.net/a360labsUsers/cloud,JohnnyByrd@a360labs.com,Johnny Byrd,"CN=Johnny Byrd,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",852f2133-c266-4240-aec3-68f057e103d9
Dag2DB10,7be32565-09ce-4ad7-a1ba-e4c36fac86bb,AccountDisabled,EMEA\Mamie.Graham,Mamie.Graham,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX1,a360labsmbx1,US-WA ,Mamie.Graham@a360labs.com,MamieGraham,a360labs.net/a360labsUsers/cloud,MamieGraham@a360labs.com,Mamie Graham,"CN=Mamie Graham,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",bf72f6c1-6d14-4c20-8220-d09b186a9296
Dag2DB51,94b3a5a4-5abf-4ad1-ab2b-1216f8f492a4,AccountDisabled,NAEAST\Owen.Oliver,Owen.Oliver,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX2,a360labsmbx2,US-NY ,Owen.Oliver@a360labs.com,OwenOliver,a360labs.net/a360labsUsers/cloud,OwenOliver@a360labs.com,Owen Oliver,"CN=Owen Oliver,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",293e16fd-80f8-4437-821b-fea4136028b6
Dag2DB67,1a08d5ef-9f8b-4517-bdd7-032c3d73eddd,AccountDisabled,EMEA\Sophie.Larson,Sophie.Larson,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX2,a360labsmbx2,US-CA ,Sophie.Larson@a360labs.com,SophieLarson,a360labs.net/a360labsUsers/cloud,SophieLarson@a360labs.com,Sophie Larson,"CN=Sophie Larson,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",161a1fa3-d9d1-4d98-b996-f2215bde2c4e
Dag2DB58,2d78831f-caf6-4a85-aada-145cfc9fab2d,AccountDisabled,NAEAST\Lewis.Barker,Lewis.Barker,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX2,a360labsmbx2,US-CA ,Lewis.Barker@a360labs.com,LewisBarker,a360labs.net/a360labsUsers/cloud,LewisBarker@a360labs.com,Lewis Barker,"CN=Lewis Barker,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",a13d0c75-f842-46b2-896a-8cfbba384e72
Dag2DB10,13103500-a993-44b0-afbb-0ac78a953e0e,AccountDisabled,EMEA\Craig.Lawson,Craig.Lawson,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX1,a360labsmbx1,US-GU ,Craig.Lawson@a360labs.com,CraigLawson,a360labs.net/a360labsUsers/cloud,CraigLawson@a360labs.com,Craig Lawson,"CN=Craig Lawson,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",3f4a3621-b105-4fc4-8fac-a39ae2a99acb
Dag2DB21,fd3e6df2-d5de-48f0-887e-18e304206e9e,AccountDisabled,NAEAST\Mark.Doyle,Mark.Doyle,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX1,a360labsmbx1,US-WA ,Mark.Doyle@a360labs.com,MarkDoyle,a360labs.net/a360labsUsers/cloud,MarkDoyle@a360labs.com,Mark Doyle,"CN=Mark Doyle,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",ca1f1e8f-fbc9-4f9e-b1e4-10307d97e281
Dag2DB20,5d653df1-6180-4e39-9317-7f46155a9d85,AccountDisabled,EMEA\Ivan.Alvarez,Ivan.Alvarez,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX1,a360labsmbx1,US-NY ,Ivan.Alvarez@a360labs.com,IvanAlvarez,a360labs.net/a360labsUsers/cloud,IvanAlvarez@a360labs.com,Ivan Alvarez,"CN=Ivan Alvarez,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",56b7361c-b652-438c-9812-40d294baeeef
Dag2DB47,1da89957-ae4d-4c0d-9c8c-91948d9d0a93,AccountDisabled,NAEAST\Olga.Davis,Olga.Davis,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX1,a360labsmbx1,US-CO ,Olga.Davis@a360labs.com,OlgaDavis,a360labs.net/a360labsUsers/cloud,OlgaDavis@a360labs.com,Olga Davis,"CN=Olga Davis,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",d7597efa-9057-457d-85dd-fba28b0b2323
Dag2DB2,d3e4e387-7d87-4e08-b20d-e7f2ef965f32,AccountDisabled,NAEAST\Tom.Wilson,Tom.Wilson,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX1,a360labsmbx1,US-CO ,Tom.Wilson@a360labs.com,TomWilson,a360labs.net/a360labsUsers/cloud,TomWilson@a360labs.com,Tom Wilson,"CN=Tom Wilson,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",db562512-b816-4c98-97d6-6bee075ec843
Dag2DB18,c2b716cd-3fa8-4e2c-860c-6529652fee39,AccountDisabled,NAEAST\Virgie.Stevens,Virgie.Stevens,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX1,a360labsmbx1,US-WA ,Virgie.Stevens@a360labs.com,VirgieStevens,a360labs.net/a360labsUsers/cloud,VirgieStevens@a360labs.com,Virgie Stevens,"CN=Virgie Stevens,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",cae30beb-78e9-424a-ad68-54c0bbd8d4ab
Dag2DB54,50d962c5-33cd-458f-80d2-97d77f9932e0,AccountDisabled,EMEA\Mae.Mathis,Mae.Mathis,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX2,a360labsmbx2,US-GU ,Mae.Mathis@a360labs.com,MaeMathis,a360labs.net/a360labsUsers/cloud,MaeMathis@a360labs.com,Mae Mathis,"CN=Mae Mathis,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",3ba644d0-c14e-45af-8bde-fe0bd71e2754
Dag2DB45,97bb15af-fda0-4697-a63b-6b6eccfc8a78,AccountDisabled,EMEA\Gilbert.Cook,Gilbert.Cook,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX1,a360labsmbx1,US-NY ,Gilbert.Cook@a360labs.com,GilbertCook,a360labs.net/a360labsUsers/cloud,GilbertCook@a360labs.com,Gilbert Cook,"CN=Gilbert Cook,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",36aa30c8-ee51-452b-922e-3cac29b2c9fc
Dag2DB97,ea23df8d-c0c2-42e9-8fda-bf6c74e6e51a,AccountDisabled,EMEA\Isaiah.Herrera,Isaiah.Herrera,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX2,a360labsmbx2,US-CA ,Isaiah.Herrera@a360labs.com,IsaiahHerrera,a360labs.net/a360labsUsers/cloud,IsaiahHerrera@a360labs.com,Isaiah Herrera,"CN=Isaiah Herrera,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",c99839a5-96c0-486c-b66b-64d6fc23707f
Dag2DB68,87a397f8-6ba9-4a96-bff9-393c3de32ef8,AccountDisabled,EMEA\Rhoda.Andrews,Rhoda.Andrews,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX2,a360labsmbx2,US-CA ,Rhoda.Andrews@a360labs.com,RhodaAndrews,a360labs.net/a360labsUsers/cloud,RhodaAndrews@a360labs.com,Rhoda Andrews,"CN=Rhoda Andrews,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",6ca1b3ec-5367-4203-ab6a-86f4c20c7a2b
Dag2DB11,1baaf7d6-2996-4cef-9f78-bf51b00219fe,AccountDisabled,EMEA\Bradley.Hamilton,Bradley.Hamilton,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX1,a360labsmbx1,SG-01 ,Bradley.Hamilton@a360labs.com,BradleyHamilton,a360labs.net/a360labsUsers/cloud,BradleyHamilton@a360labs.com,Bradley Hamilton,"CN=Bradley Hamilton,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",50253fdb-c333-4ed5-8452-384ab58f396e
Dag2DB10,19253586-8c68-4161-b508-62288c432e85,AccountDisabled,EMEA\Hilda.Neal,Hilda.Neal,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX1,a360labsmbx1,US-CA ,Hilda.Neal@a360labs.com,HildaNeal,a360labs.net/a360labsUsers/cloud,HildaNeal@a360labs.com,Hilda Neal,"CN=Hilda Neal,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",e7dfac7b-b9f7-487d-8030-1ea05fdea6da
Dag2DB62,03027e8e-b217-4bb4-a09f-f9bbfa49cfc2,AccountDisabled,EMEA\Christian.Cooper,Christian.Cooper,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX2,a360labsmbx2,CZ-10 ,Christian.Cooper@a360labs.com,ChristianCooper,a360labs.net/a360labsUsers/cloud,ChristianCooper@a360labs.com,Christian Cooper,"CN=Christian Cooper,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",44da3e8c-1b74-436d-92c4-ba97024a0145
Dag2DB9,e9e46d62-0524-4159-a565-83bd389b85d7,AccountDisabled,NAEAST\Carl.Valdez,Carl.Valdez,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX1,a360labsmbx1,US-DC ,Carl.Valdez@a360labs.com,CarlValdez,a360labs.net/a360labsUsers/cloud,CarlValdez@a360labs.com,Carl Valdez,"CN=Carl Valdez,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",4358345c-7998-441b-9d6e-6f2f3d4757e6
Dag2DB72,59a406d1-7b54-4512-861c-11c975f32afd,AccountDisabled,EMEA\Sally.Goodwin,Sally.Goodwin,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX2,a360labsmbx2,US-NY ,Sally.Goodwin@a360labs.com,SallyGoodwin,a360labs.net/a360labsUsers/cloud,SallyGoodwin@a360labs.com,Sally Goodwin,"CN=Sally Goodwin,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",f1bb85e9-836f-4ead-8001-4b26c3dca286
Dag2DB80,6f70eedf-5bd5-45f8-8361-c4e91efabd4e,AccountDisabled,NAEAST\Harriett.Garrett,Harriett.Garrett,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX2,a360labsmbx2,HU-BU ,Harriett.Garrett@a360labs.com,HarriettGarrett,a360labs.net/a360labsUsers/cloud,HarriettGarrett@a360labs.com,Harriett Garrett,"CN=Harriett Garrett,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",9047f90e-e81d-4e09-b346-a1d27a257b7b
Dag2DB95,16a71dae-131f-4e5e-a989-bac5fc3c86cf,AccountDisabled,EMEA\Lou.Ortega,Lou.Ortega,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX2,a360labsmbx2,US-GU ,Lou.Ortega@a360labs.com,LouOrtega,a360labs.net/a360labsUsers/cloud,LouOrtega@a360labs.com,Lou Ortega,"CN=Lou Ortega,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",9092c7fc-15ce-4053-bbbb-4ff126cff697
Dag2DB84,9d352687-93b6-4399-a9d2-cdcd2ebb2848,AccountDisabled,EMEA\Ronnie.Bush,Ronnie.Bush,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX2,a360labsmbx2,GB-LND,Ronnie.Bush@a360labs.com,RonnieBush,a360labs.net/a360labsUsers/cloud,RonnieBush@a360labs.com,Ronnie Bush,"CN=Ronnie Bush,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",f193e6d3-b8a9-4cf9-b972-df8d97aea2a8
Dag2DB33,fadb6178-5e9d-4be0-a8e6-d41d589ae790,AccountDisabled,NAEAST\Steven.James,Steven.James,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX1,a360labsmbx1,HU-BU ,Steven.James@a360labs.com,StevenJames,a360labs.net/a360labsUsers/cloud,StevenJames@a360labs.com,Steven James,"CN=Steven James,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",e901bfee-5ba7-48fe-b95d-76ab74b7eb34
Dag2DB44,91c8afde-6c36-4fe2-bfe0-78d8f1962073,AccountDisabled,EMEA\Miguel.Nelson,Miguel.Nelson,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX1,a360labsmbx1,SG-01 ,Miguel.Nelson@a360labs.com,MiguelNelson,a360labs.net/a360labsUsers/cloud,MiguelNelson@a360labs.com,Miguel Nelson,"CN=Miguel Nelson,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",4491169a-976c-4ee6-9763-14c51aab8381
Dag2DB79,801c4a96-062a-4b9b-88f7-2461baf58817,AccountDisabled,NAEAST\Randy.Meyer,Randy.Meyer,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX2,a360labsmbx2,HU-BU ,Randy.Meyer@a360labs.com,RandyMeyer,a360labs.net/a360labsUsers/cloud,RandyMeyer@a360labs.com,Randy Meyer,"CN=Randy Meyer,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",3786e787-14d4-442c-9468-1a162e0f923e
Dag2DB50,955119c0-8e45-4b96-8d5c-f9312de57dc2,AccountDisabled,NAEAST\Joseph.Howell,Joseph.Howell,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX1,a360labsmbx1,US-CO ,Joseph.Howell@a360labs.com,JosephHowell,a360labs.net/a360labsUsers/cloud,JosephHowell@a360labs.com,Joseph Howell,"CN=Joseph Howell,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",d1a14795-443c-4ebf-80df-1e8945fbae4c
Dag2DB36,5d573b76-0369-4aec-88de-4d3c35d786eb,AccountDisabled,NAEAST\Brent.Haynes,Brent.Haynes,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX1,a360labsmbx1,US-WY ,Brent.Haynes@a360labs.com,BrentHaynes,a360labs.net/a360labsUsers/cloud,BrentHaynes@a360labs.com,Brent Haynes,"CN=Brent Haynes,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",5ddf8cf1-dd84-47a7-8dd7-ac332a12e419
Dag2DB46,fa18d347-2f7d-4357-9d54-685f3450d44a,AccountDisabled,EMEA\Susie.Powell,Susie.Powell,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX1,a360labsmbx1,US-NY ,Susie.Powell@a360labs.com,SusiePowell,a360labs.net/a360labsUsers/cloud,SusiePowell@a360labs.com,Susie Powell,"CN=Susie Powell,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",5277178d-3c97-4d79-8255-cd78b92b344b
Dag2DB98,92511b91-49dc-4801-aec2-3d9aac31096e,AccountDisabled,NAEAST\Jeanette.Dawson,Jeanette.Dawson,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX2,a360labsmbx2,US-GU ,Jeanette.Dawson@a360labs.com,JeanetteDawson,a360labs.net/a360labsUsers/cloud,JeanetteDawson@a360labs.com,Jeanette Dawson,"CN=Jeanette Dawson,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",d82dc4ea-52be-49e8-8552-d029515f91b2
Dag2DB70,0533cac4-2ad4-4a80-be36-106cfae96223,AccountDisabled,NAEAST\Julia.Roberts,Julia.Roberts,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX2,a360labsmbx2,US-CO ,Julia.Roberts@a360labs.com,JuliaRoberts,a360labs.net/a360labsUsers/cloud,JuliaRoberts@a360labs.com,Julia Roberts,"CN=Julia Roberts,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",ee7978be-0464-444b-bc3a-2e4254843bb0
Dag2DB82,c42e95c0-1c1f-482b-af42-70feaa4763aa,AccountDisabled,EMEA\Leonard.Cox,Leonard.Cox,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX2,a360labsmbx2,US-GU ,Leonard.Cox@a360labs.com,LeonardCox,a360labs.net/a360labsUsers/cloud,LeonardCox@a360labs.com,Leonard Cox,"CN=Leonard Cox,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",0d6fa108-61b7-4b9d-ba4e-8914ab474c63
Dag2DB24,622510db-44b9-4a54-bf82-6508e9900c12,AccountDisabled,EMEA\Dale.Todd,Dale.Todd,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX1,a360labsmbx1,GB-LND,Dale.Todd@a360labs.com,DaleTodd,a360labs.net/a360labsUsers/cloud,DaleTodd@a360labs.com,Dale Todd,"CN=Dale Todd,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",8fc06bee-4a27-4fc9-ad81-c0414b55fc69
Dag2DB24,5acc8faa-f5ec-4c1f-99ae-b0119a913e14,AccountDisabled,NAEAST\Lora.Tyler,Lora.Tyler,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX1,a360labsmbx1,US-NY ,Lora.Tyler@a360labs.com,LoraTyler,a360labs.net/a360labsUsers/cloud,LoraTyler@a360labs.com,Lora Tyler,"CN=Lora Tyler,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",78800bd8-2d7a-48dc-9a26-ee64288b7838
Dag2DB28,de7c8ed3-db51-4703-b96c-06bc8acffd82,AccountDisabled,EMEA\Theodore.George,Theodore.George,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX1,a360labsmbx1,SG-01 ,Theodore.George@a360labs.com,TheodoreGeorge,a360labs.net/a360labsUsers/cloud,TheodoreGeorge@a360labs.com,Theodore George,"CN=Theodore George,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",8673688a-8f68-4121-aefb-ca42b85a19aa
Dag2DB26,0e62a2e9-dc6f-4a99-b23b-7d62362d0314,AccountDisabled,EMEA\Clara.Silva,Clara.Silva,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX1,a360labsmbx1,US-WY ,Clara.Silva@a360labs.com,ClaraSilva,a360labs.net/a360labsUsers/cloud,ClaraSilva@a360labs.com,Clara Silva,"CN=Clara Silva,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",b7e2e00c-5374-4d02-be59-9dc28e0020e0
Dag2DB16,4c2fa159-6e1f-48b3-a43e-db84d3b55e03,AccountDisabled,NAEAST\Harriet.Adkins,Harriet.Adkins,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX1,a360labsmbx1,US-WY ,Harriet.Adkins@a360labs.com,HarrietAdkins,a360labs.net/a360labsUsers/cloud,HarrietAdkins@a360labs.com,Harriet Adkins,"CN=Harriet Adkins,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",d4e6e8c4-88a4-4466-b0fa-6a5c8c914296
Dag2DB30,f2297671-b273-4ba4-bd83-81e41af263fb,AccountDisabled,EMEA\Lora.Woods,Lora.Woods,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX1,a360labsmbx1,HU-BU ,Lora.Woods@a360labs.com,LoraWoods,a360labs.net/a360labsUsers/cloud,LoraWoods@a360labs.com,Lora Woods,"CN=Lora Woods,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",6fc5a3af-3ffa-4e44-b994-15389180afe6
Dag2DB39,ed3dba8e-e806-4f1a-8fcf-719733858a9e,AccountDisabled,EMEA\Anne.Wong,Anne.Wong,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX1,a360labsmbx1,US-WA ,Anne.Wong@a360labs.com,AnneWong,a360labs.net/a360labsUsers/cloud,AnneWong@a360labs.com,Anne Wong,"CN=Anne Wong,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",b007ee20-d636-46df-b94c-c6650bd41bae
Dag2DB30,a00ec071-a0d7-44f4-ada6-e0fb59459ef4,AccountDisabled,NAEAST\Marcus.Phelps,Marcus.Phelps,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX1,a360labsmbx1,US-WA ,Marcus.Phelps@a360labs.com,MarcusPhelps,a360labs.net/a360labsUsers/cloud,MarcusPhelps@a360labs.com,Marcus Phelps,"CN=Marcus Phelps,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",b96cf65e-ff66-436c-92f2-a81afa9fa870
Dag2DB2,b3639ed9-bbb4-4145-a3ed-7e1c9083213b,AccountDisabled,NAEAST\Jacob.Malone,Jacob.Malone,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX1,a360labsmbx1,US-GU ,Jacob.Malone@a360labs.com,JacobMalone,a360labs.net/a360labsUsers/cloud,JacobMalone@a360labs.com,Jacob Malone,"CN=Jacob Malone,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",be574e86-e27f-4e2f-889d-89b6aab6b764
Dag2DB78,fb18fe0a-43e9-4df4-b4f2-2f6ddce8d193,AccountDisabled,EMEA\Gertrude.Spencer,Gertrude.Spencer,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX2,a360labsmbx2,GB-LND,Gertrude.Spencer@a360labs.com,GertrudeSpencer,a360labs.net/a360labsUsers/cloud,GertrudeSpencer@a360labs.com,Gertrude Spencer,"CN=Gertrude Spencer,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",9c5879d7-030c-454e-84e3-d70887516a44
Dag2DB23,09d9bb69-31bc-4468-a033-70673b7bda1b,AccountDisabled,NAEAST\Eugene.Hampton,Eugene.Hampton,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX1,a360labsmbx1,US-WA ,Eugene.Hampton@a360labs.com,EugeneHampton,a360labs.net/a360labsUsers/cloud,EugeneHampton@a360labs.com,Eugene Hampton,"CN=Eugene Hampton,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",2945f74a-7dfa-458b-9020-b4475c3d81f6
Dag2DB58,47546b29-41fa-4392-9b53-c9cc230464d9,AccountDisabled,EMEA\Clarence.Blair,Clarence.Blair,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX2,a360labsmbx2,HU-BU ,Clarence.Blair@a360labs.com,ClarenceBlair,a360labs.net/a360labsUsers/cloud,ClarenceBlair@a360labs.com,Clarence Blair,"CN=Clarence Blair,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",ae328805-b341-4cdb-a7a3-5f15206e740f
Dag2DB49,4b29fb2a-2fbb-4a92-bd3a-e9b37aa97dee,AccountDisabled,EMEA\Victoria.Phillips,Victoria.Phillips,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX1,a360labsmbx1,US-NY ,Victoria.Phillips@a360labs.com,VictoriaPhillips,a360labs.net/a360labsUsers/cloud,VictoriaPhillips@a360labs.com,Victoria Phillips,"CN=Victoria Phillips,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",e463591f-bba3-4035-82aa-57e873da59a9
